,time,pos_x,pos_y,yaw,v_x,v_y,w,a_x,a_y,alpha
64,1713795737.8517158,-0.21000165738529283,-0.04719334337028117,-2.3000886156208376,0.5156537641599441,-1.143419595827505e-05,0.0018509130383483105,-0.38817924938182113,-0.23076550316446656,0.0026877862686117246
65,1713795737.876716,-0.19434089367058685,-0.048347652123439284,-2.300178341667128,0.4911637043861856,-1.161291284875951e-05,0.0013946820498117495,-0.3898884655472214,-0.23432359866374156,0.002182876330392697
66,1713795737.901716,-0.17824961549748167,-0.04957265381918573,-2.300358702532634,0.5562999404487088,-1.1790123063820657e-05,0.0005190657033132464,-0.3911511682545522,-0.23785933019908131,0.0013374937190245154
67,1713795737.926716,-0.1619762741284251,-0.05080027683818381,-2.3005219835968136,0.5851165259473594,-1.1966204393167729e-05,0.0032730050683593697,-0.39198859638863065,-0.24137291798134466,0.0036553083375230706
68,1713795737.9517162,-0.14576349205556394,-0.05202799656184659,-2.3005691829374335,0.6095382060268675,-1.2141184625906812e-05,0.001719729259291349,-0.392410192365208,-0.24486460963676757,0.002153245914866312
69,1713795737.9767165,-0.1295610951640998,-0.05325571947175044,-2.300600662981902,0.6192925109619236,-1.2315194668792093e-05,0.0003167464066230652,-0.392428328860048,-0.2483346769593401,0.000841510429161617
70,1713795738.0017164,-0.11338629241123296,-0.05448344167757804,-2.3006461203777855,0.6282377117335111,-1.2285265444455379e-05,0.0015802512684319559,-0.3553119666142341,-0.2434030636312028,0.001905994183384889
71,1713795738.0267165,-0.09721319548411196,-0.05571096943765448,-2.300668018547571,0.5571898094347012,-1.2055152970804825e-05,0.002917782388580111,-0.31923709587776916,-0.23912916101052104,0.002992086158565081
72,1713795738.0517166,-0.08031145389544603,-0.05662275495606501,-2.300567406921345,0.4927190702206855,-1.185702144937753e-05,0.004510766285760748,-0.2841704410212669,-0.23549442901277376,0.004257605892067019
73,1713795738.076717,-0.06075396845431038,-0.05658084965553879,-2.3004234542330297,0.5707474364975287,-1.1690336532694037e-05,0.003387614180367102,-0.2500756391052793,-0.2324806695532006,0.0030832204511745996
74,1713795738.1017168,-0.04083393594881858,-0.05650358820452439,-2.3001184916408866,0.6306998574114098,-1.155412734063152e-05,0.003780959487451209,-0.2169385154785643,-0.23007003980586227,0.003293727631841544
75,1713795738.1267169,-0.020934005266629307,-0.05642502979170516,-2.299573928687977,0.635472312195816,-1.144796333538839e-05,0.002585028275280025,-0.18473595935021453,-0.2282450625796368,0.0020903499880859065
76,1713795738.151717,-0.0011371379043538746,-0.056346436778755955,-2.299105783388015,0.6275264753467195,-1.1370531384792201e-05,0.006165263954650846,-0.1534394007821843,-0.22698863468161165,0.005168686484146674
