,time,pos_x,pos_y,yaw,v_x,v_y,w,a_x,a_y
4574,1713795827.7316225,1.212725876289176,1.375279733019417,0.6478433707934669,0.6541834343133569,-0.01709741289384552,-6.952493266033685e-05,0.7444525447585797,-1.3829662209595972
4575,1713795827.7516224,1.1989697937051178,1.370461536467975,0.6476370854515341,0.6671918606769912,-0.016974683567813918,0.0030377501135894266,0.7569675002642396,-1.3729698221269195
4576,1713795827.7716224,1.1852722401874987,1.3655410889860453,0.6472572059211743,0.7098367418777793,-0.016837004267041294,0.006379286844999086,0.7694633853651945,-1.3617814780502753
4577,1713795827.7916224,1.1715797114720472,1.3605496367746879,0.6468942458251307,0.692778750401858,-0.016684972781174603,0.007487549800512581,0.781398008279605,-1.3494397141533436
4578,1713795827.8116224,1.1578412994058231,1.3555767751232797,0.6467922802655649,0.6517296743659831,-0.01651908857266933,0.006177758578148087,0.7930061739577443,-1.3359818064132951
4579,1713795827.8316224,1.1440819676171088,1.3505951865152346,0.6469761756497786,0.5976900702596549,-0.01633982693866249,0.005567373397801438,0.8043650904261722,-1.3214438249628515
4580,1713795827.8516223,1.1303083674430112,1.3455921593936755,0.6473914900986403,0.5224962663329639,-0.01614762920821979,0.007175699900036606,0.8154330768199962,-1.3058606732513618
4581,1713795827.8716223,1.1165228094439947,1.3405762973093045,0.6479505500981637,0.44651260675526405,-0.015942914107096855,0.0077571620657442275,0.8263431044722843,-1.2892661264346126
4582,1713795827.8916223,1.1027396502689564,1.3355298788104868,0.6487492157453576,0.3729294112017782,-0.015726089706764226,0.011351300929430477,0.8371195765879044,-1.2716928682132278
4583,1713795827.9116223,1.0917366733561475,1.3374631122709093,0.6497309966365812,0.3247785541975029,-0.015496700996402386,0.01683128737584311,0.8479066562995066,-1.2531725181491178
4584,1713795827.9316225,1.0814547626961335,1.3411371739936946,0.651275144943598,0.30359985345773094,-0.015256286514486725,0.02630716588318433,0.8587133774844525,-1.2337357184017057
4585,1713795827.9516222,1.0711857985452429,1.34483187705659,0.6540268365354699,0.23736386294051492,-0.015005227750834835,0.040943589093578744,0.8691014919249461,-1.2134120749030086
4586,1713795827.9716222,1.060870612133833,1.3485547036070211,0.6572239074163929,0.1684263989918183,-0.014743674310982249,0.061502422269497384,0.8793416402038714,-1.1922302343487794
4587,1713795827.9916222,1.0505345405414428,1.3522686321555635,0.6610733627274256,0.1054870554896226,-0.01447189676143238,0.09256357368771521,0.8894913805307357,-1.1702179251969511
4588,1713795828.0116222,1.0401892401936712,1.355964391372665,0.6676115982627029,0.062442720262235456,-0.014120716698376917,0.1359131114103627,0.8672953378909981,-1.1416687483161168
4589,1713795828.0316222,1.0298440430417861,1.3596274745921249,0.6767880785809256,0.03813278600374027,-0.01377546019796835,0.18021252642625493,0.8458942410307886,-1.113694648576454
4590,1713795828.0516222,1.0194967969123516,1.3632560481950464,0.6875310595316797,0.024116489674608707,-0.013436635114912283,0.21814627641559992,0.8252115454046675,-1.0862770854589605
4591,1713795828.071622,1.0091425727427223,1.3668581960379034,0.7005105998817995,0.021722519685750622,-0.013104299438260608,0.2619606585294243,0.8052324945733348,-1.0593980908000884
4592,1713795828.091622,1.0008782532562897,1.3699545168636813,0.7153918877112306,0.020005277288382053,-0.012778403077056726,0.2924960955777276,0.7858682131613568,-1.0330402674915027
