time,position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w,linear_velocity_x,linear_velocity_y,linear_velocity_z,angular_velocity_x,angular_velocity_y,angular_velocity_z
1713795737.0654864,-6.010800614107297e-06,-6.690690002031375e-11,0.0,0.0,0.0,1.1131112249036427e-05,0.9999999999380492,0.0,0.0,0.0,0.0,0.0,0.0
1713795737.085484,-6.010800614107297e-06,-6.690690002031375e-11,0.0,0.0,0.0,1.1131112249036427e-05,0.9999999999380492,0.0,0.0,0.0,0.0,0.0,0.0
1713795737.1054833,-6.010800614107297e-06,-6.690690002031375e-11,0.0,0.0,0.0,1.1131112249036427e-05,0.9999999999380492,0.0,0.0,0.0,0.0,0.0,0.0
1713795737.1254616,-6.010800614107297e-06,-6.690690002031375e-11,0.0,0.0,0.0,1.1131112249036427e-05,0.9999999999380492,0.0,0.0,0.0,0.0,0.0,0.0
1713795737.1454635,-6.010800614107297e-06,-6.690690002031375e-11,0.0,0.0,0.0,1.1131112249036427e-05,0.9999999999380492,0.0,0.0,0.0,0.0,0.0,0.0
1713795737.1654823,7.814040718693919e-05,3.6798792471341807e-09,0.0,0.0,0.0,3.3393338062044196e-05,0.9999999994424424,0.00042035555803988467,0.0,0.0,0.0,0.0,0.00022241036324576255
1713795737.185509,0.0011841276597388645,2.830154759920997e-08,0.0,0.0,0.0,-1.11311743102601e-05,0.9999999999380484,0.0059429894140225585,0.0,0.0,0.0,0.0,-0.0002222468039583051
1713795737.2054904,0.0028310869896312632,1.0163135575081885e-07,0.0,0.0,0.0,5.56555334881159e-05,0.9999999984512308,0.014185458053278357,0.0,0.0,0.0,0.0,0.00044624249488437514
1713795737.2254643,0.004285700448717942,1.0163135575081885e-07,0.0,0.0,0.0,-5.565553348811586e-05,0.9999999984512308,0.021467995101036096,0.0,0.0,0.0,0.0,-0.0006683174767157125
1713795737.2454715,0.00605287581798066,-5.573334614262862e-08,0.0,0.0,0.0,-3.339318488966305e-05,0.9999999994424476,0.030300721577512575,0.0,0.0,0.0,0.0,-0.00044577336624722623
1713795737.2654815,0.0077058462577106555,-7.413228926232266e-08,0.0,0.0,0.0,2.2262348619141087e-05,0.9999999997521939,0.03856144568776183,0.0,0.0,0.0,0.0,0.00011050398303276299
1713795737.2853856,0.0077058462577106555,-7.413228926232266e-08,0.0,0.0,0.0,2.2262348619141087e-05,0.9999999997521939,0.03856144568776183,0.0,0.0,0.0,0.0,0.00011050398303276299
1713795737.3054302,0.008992157113934371,-8.759444649448526e-07,0.0,0.0,0.0,-0.0006456046848038097,0.9999997915972738,0.044978778710349616,0.0,0.0,0.0,0.0,-0.0065533973345768435
1713795737.325459,0.009575203230340057,-1.9208279283545714e-06,0.0,0.0,0.0,-0.001146504280129252,0.9999993427637518,0.04788981789458426,0.0,0.0,0.0,0.0,-0.011555185380017497
