time,x_filter,v_x_filter,y_filter,v_y_filter,yaw_filter,w_filter,x_ref,y_ref,yaw_ref,v_x_ref,v_y_ref,w_ref
1713795737.1729987,-0.5866306682916486,0.02112186807598934,-0.032307768116842064,-0.03817555117323938,-0.0009477702922385169,0.008130645352645866,-0.00794108297946772,-0.0032145754745869374,-0.0291756080211979,-0.036881949747918266,0.03289900152533605,0.3026230377829572
1713795737.1929986,-0.5618012918611894,0.007259526047466317,-0.09799351160958061,-0.04592484281913331,-0.00144990884959557,0.0031011120482406242,-0.007834049994727123,-0.0029974710801142514,-0.026978463501027956,0.03297976994050822,0.003042769200973107,0.04205687484207322
1713795737.2129986,-0.5615877296313501,0.01323087957139866,-0.09900848202845869,-0.051425668761694784,-0.0007121174239316716,0.008092689607685822,-0.006698640328029142,-0.0029126196425828923,-0.02590618017709043,0.10628680468982017,-0.021457427990075127,-0.043198031454560366
1713795737.2329986,-0.5609085232419729,0.031648673414821096,-0.1002832697444173,-0.06465942553748694,4.24687141154519e-05,0.011914399750431329,-0.0031965135238991873,-0.004498751956322879,-0.031358435932626896,0.1645580573711666,-0.06874315604482992,-0.25790641490908767
1713795737.2529986,-0.5589418484006518,0.07477107754009342,-0.09618376973091827,-0.0733823561947033,-0.00031716345961513824,0.00633768005578132,-0.00104313544965356,-0.004862932133956452,-0.03337811545605994,0.0763491887877932,0.007679256347646761,-0.018897431835703957
1713795737.2729986,-0.556308955757598,0.11313164322840094,-0.0971531377388939,-0.07994813379379652,-0.0019250047408497218,-0.007449379877093683,7.998255323264257e-05,-0.004420303317938566,-0.032797325086990146,0.05237021250288581,0.023805065748449886,-0.004272166627400209
1713795737.2929986,-0.5530522037907109,0.14824796849268732,-0.10841351684391236,-0.09608315008276593,-0.003200230903057032,-0.016352874551796168,0.0012212534897995389,-0.004049620282928528,-0.034667033282086465,0.05721936227658451,0.01242289175379166,-0.12348291865046027
1713795737.3129985,-0.5506344488034144,0.14152132845449278,-0.11325683888889156,-0.09626909736108555,-0.002852040300231378,-0.011463192855428603,0.0021102174992025805,-0.0038688708689555385,-0.03389636284027413,0.05293499695817512,-0.004770793338126787,0.05383246913689946
1713795737.3329985,-0.5476143681424888,0.17335175937980582,-0.12003151852955651,-0.12532529681243654,-0.001927543487863233,-0.00254887472950584,0.0038413695088470954,-0.004558596154143428,-0.0354346730498471,0.11058295020460568,-0.05629555567415442,-0.17410881797578628
1713795737.3529985,-0.5441152703090899,0.20908595051575343,-0.12115949821142358,-0.15158941076958152,-0.0018466748872807681,-0.0015759018138494704,0.004876323649057168,-0.004853119231279577,-0.035705176229755956,0.08829463143320665,-0.04054797832635218,-0.11327550955059781
1713795737.3729985,-0.5789964565360046,0.26367052245612654,-0.08106931017572186,-0.13804699803422552,-0.0018264166060436738,-0.0012481363650440154,0.0052595940691869385,-0.00468720202606311,-0.03419698640253717,0.06600631266180762,-0.024800400978549936,-0.05244220112540937
1713795737.3929985,-0.5742869288370095,0.3021980424373698,-0.08331168480833843,-0.14430278512536482,-0.002011540860002615,-0.002421559285352268,0.00564286448931671,-0.004521284820846644,-0.03268879657531838,0.04371799389040859,-0.009052823630747692,0.0083911072997791
1713795737.4129984,-0.5680441348565018,0.3347029092089988,-0.08592373903584266,-0.15753837264575565,-0.0018549189395803722,-0.0007452220153228843,0.006026134909446481,-0.004355367615630177,-0.031180606748099596,0.02142967511900956,0.006694753717054545,0.06922441572496754
1713795737.4329984,-0.5630465565287984,0.32122957313468886,-0.08810970080363105,-0.15340619274913084,-0.001492566815035439,0.0020536725249966424,0.006409405329576252,-0.00418945041041371,-0.02967241692088081,0.08584494299799875,0.00032058350966504556,0.005623794276050045
1713795737.4529984,-0.5527323845321886,0.3376900389045845,-0.09243965534455283,-0.1633961922675525,-0.0015728072383715415,0.0006769421937245623,0.006792675749706023,-0.004023533205197243,-0.028164227093662023,0.1600734318191852,-0.008557353897828373,-0.07206041579630325
1713795737.4729984,-0.5455179041361042,0.3628162879037782,-0.10032639423659423,-0.15391393259768282,-0.001962820048336122,-0.0025076038089264386,0.007175946169835794,-0.003857615999980776,-0.026656037266443236,0.23430192064037167,-0.017435291305321794,-0.14974462586865656
1713795737.4929984,-0.5381004198543358,0.38337001725551173,-0.10435183492145017,-0.16132028746128801,-0.0015958836860316239,0.0007550729767053844,0.0084632643362906,-0.003799825464628136,-0.026093983298330157,0.3085304094615582,-0.026313228712815218,-0.22742883594100988
1713795737.5129983,-0.5266539987151826,0.44697596628877445,-0.11162224256700658,-0.18552763279716022,-0.001174706968477293,0.0036200670215127064,0.0152340511864747,-0.004397111503651986,-0.031269211334472496,0.24517599321518968,-0.016376546842127266,-0.15657049743217932
1713795737.5329983,-0.5176282011444344,0.464986356864318,-0.11555061371949378,-0.19505539960954837,-0.0014975179398031473,0.0006068946213646889,0.01931126001308745,-0.004568853879580872,-0.032984437057263484,0.3117084641595543,-0.01734121153823249,-0.10787905242915471
1713795737.5529983,-0.5115843524531656,0.4772179631626355,-0.11558167273157682,-0.20190656058285356,-0.0014350341813462886,0.0010524374082036476,0.027396189408976188,-0.005245223294921256,-0.03577575438987008,0.4410970778530361,-0.049725895556979434,-0.16543182628056957
1713795737.5729983,-0.5029506080817236,0.4927404584347155,-0.11288337403078452,-0.20636504248284632,-0.0011586705715586798,0.0031372582027111217,0.03611183832900913,-0.006278806362904928,-0.03904095355826961,0.3471246190048273,-0.026098969091683313,-0.10568607692618377
1713795737.5929983,-0.49637438085047586,0.5087051291038244,-0.052846961956885714,-0.06215186730311127,-0.001219139397211989,0.002318300872453395,0.04132827658486592,-0.006302775168719819,-0.040033790010826374,0.3291827066905837,-0.0014731699321155788,0.01726008244516667
1713795737.6129982,-0.48401936869525897,0.49592307333119395,-0.0557626268429847,-0.07048106954497323,-0.0017251518372107923,-0.0017772298830194097,0.04910729833475193,-0.0063370425277986175,-0.03851872020575527,0.3298938764168405,0.0038357127649210924,0.29299629507765546
1713795737.6329982,-0.4731225812698481,0.5682411589100597,-0.05860610079497404,-0.06500810390379248,-0.0020944107875747356,-0.0041009927027618655,0.05395158101531819,-0.006190452866702329,-0.02949643435044179,0.32884847678791085,-0.00950876538934019,0.1383347171696246
1713795737.6529982,-0.45969190156856743,0.5850756242687571,-0.05961216945896497,-0.07570818121832386,-0.0019364304916814792,-0.002422055691684163,0.06192106841626955,-0.006577819210037487,-0.03188412839628587,0.3484136956931751,-0.0039234741749555775,-0.008206110328403626
1713795737.6729982,-0.4469054630676279,0.6049551464587762,-0.05847788428627363,-0.0893021446796649,-0.0016045229865504253,0.0006048469117965272,0.06800296330427266,-0.006377290013592096,-0.03002682854749588,0.5635485694834709,-0.023107063186364928,-0.03485033429153035
1713795737.6929982,-0.4359870057039295,0.610547464179628,-0.056438629668013454,-0.0979711590877807,-0.001330979915333516,0.0027097305360927666,0.08186743825034647,-0.007245950372154591,-0.03245309831899233,0.4214937282482235,-0.023812830312076413,-0.07818682888510661
1713795737.7129982,-0.4226350520000167,0.6188181620617113,-0.05783879934473778,-0.10615376597284709,-0.0015624866187942132,0.0005675898610120568,0.08618984461856338,-0.007411629016336769,-0.03319591738448695,0.4149681643030262,-0.018562148583750597,-0.019449038955700253
1713795737.7329981,-0.412291031264793,0.6223168241648,-0.05979236743454088,-0.110870151888456,-0.0014914630490186008,0.0009639022802499851,0.09682562406203322,-0.007820707166370199,-0.03343095532780362,0.4876216194024468,-0.008381789244973528,-0.022048029029470815
1713795737.752998,-0.3965469137222649,0.5638427754317221,-0.06172907876505081,-0.07174505872836935,-0.001632511725170569,-0.0003132799907106516,0.10594138245345865,-0.0076937866795787745,-0.0331994430003174,0.44891837726538214,0.022861284612278328,0.10965663242275364
1713795737.772998,-0.38356021405887303,0.5007465214148447,-0.024930568545560024,-0.001698087833216099,-0.00129890647061406,0.0024276041081553066,0.11536194341797594,-0.007205592602470116,-0.030261409522364148,0.5765666495235012,-0.012805582631930254,0.036901310539439236
1713795737.792998,-0.37399055019398975,0.4927764982018149,-0.0250379995670872,0.009772834164461725,-0.0009960731276818296,0.004431846021182887,0.12728975730359074,-0.008010262891763225,-0.031525381925292646,0.5460369932123744,-0.05238555030447868,-0.1269642260533071
1713795737.812998,-0.3650377438573368,0.6017734438099045,-0.025181433416601926,0.02088964679580943,-0.0011738151371738386,0.0024687752884279737,0.13781377099718659,-0.009100015379720956,-0.03390695337724743,0.5428615039484181,-0.044581332743830644,-0.025629109844135967
1713795737.832998,-0.3492587174728209,0.6310484063384294,-0.0262946961974992,0.022937661577661958,-0.0005529145183713915,0.00669770814203987,0.1490890187381162,-0.009699401772622476,-0.03269532625154004,0.6003066670309718,-0.0011457522981137974,0.16476262847660145
1713795737.852998,-0.33204054326319066,0.6390905826936756,-0.021037953125699244,0.00014092405295037174,0.0010407375230828356,0.017236197783416066,0.1611911171827682,-0.009641671140468608,-0.030417556217527803,0.5776085575550548,-0.018342913203949252,-0.08422849380430306
1713795737.872998,-0.3222100537327955,0.6274933809018663,-0.01575939529548849,-0.009903136890007372,0.0010494514128514235,0.01523803255628148,0.17266862176300252,-0.01019365011133858,-0.03340606912127342,0.5952063398448368,-0.02403665480320115,-0.07329236202367698
